"photoid";"rating";"tags"
89944;5.5869;"Candid;"
89959;5.0437;";"
89971;3.9801;"Abstract;Urban"
89972;5.1656;";"
89973;5.4413;"Nature;Animals"
89975;5.3223;"Emotive;Still"
89976;5.518;"Abstract;Urban"
89983;4.4579;";"
89986;4.2068;"Nature;Black"
89991;5.5455;"Emotive;Candid"
89992;4.8152;"Emotive;Photojournalism"
89993;5.3981;"Black;Macro"
89994;5.1381;"Abstract;Political"
90001;6.6721;";"
90002;5.2459;"Nature;Animals"
90003;3.5481;"Snapshot;Emotive"
90008;3.2181;"Abstract;Macro"
90021;3.602;"Urban;Advertisement"
90022;4.0164;"Sky;Travel"
90024;4.6167;"Panoramic;Seascapes"
90025;5.8161;"Abstract;Candid"
90035;4.8299;"Still;Traditional"
90036;5.7921;"Nature;Animals"
90044;5.9605;"Travel;Rural"
90052;5.0831;"Humorous;"
90062;6.2579;";"
90063;5.2194;"Abstract;Digital"
90066;5.8046;"Still;Macro"
90090;5.306;"Still;"
90098;5.8065;"Landscape;Black"
90101;5.1003;"Abstract;Black"
90105;5.2896;"Nature;"
90107;5.2299;"Portraiture;Photojournalism"
90108;3.3481;"Humorous;Animals"
90111;6.3536;";"
90112;5.3901;"Landscape;Nature"
90113;5.3777;"Landscape;Candid"
90119;3.8137;"Advertisement;"
90124;6.0591;"Emotive;Black"
90131;3.6722;"Landscape;Architecture"
90132;5.79;"Humorous;Candid"
90134;4.0324;"Cityscape;Macro"
90135;5.6845;"Action;Photojournalism"
90144;4.1005;"Animals;Black"
90152;5.0259;";"
90155;5.8533;"Nature;Animals"
90157;4.8239;"Abstract;Macro"
90160;5.6957;"Family;Urban"
90161;5.0492;"Still;Studio"
90163;5.1405;"Architecture;Travel"
90164;4.3481;"Family;Black"
90169;4.702;";"
90174;4.7559;"Still;Advertisement"
90176;4.9639;"Humorous;"
90177;4.2357;"Sports;Portraiture"
90181;4.4124;"Sky;Nature"
90189;4.2762;"Architecture;"
90191;3.871;"Snapshot;Studio"
90196;5.7702;"Abstract;Digital"
90198;4.1473;"Architecture;"
90199;5.153;"Sky;Candid"
90200;5.2441;"Fashion;Studio"
90205;5.1211;"Nude;"
90207;5.5376;"Humorous;"
90208;5.3702;"Still;"
90213;4.9945;";"
90215;4.2644;"Humorous;Animals"
90217;5.2655;"Cityscape;Landscape"
90219;5.0269;"Sky;Landscape"
90240;4.7276;"Candid;"
90244;4.6201;"Macro;"
90245;5.7191;"Animals;"
90248;4.5459;"Sky;"
90250;4.6519;"Nature;Animals"
90253;5.4385;";"
90256;4.4067;"Landscape;Nature"
90258;4.2164;"Sports;Still"
90261;5.1071;"Emotive;Black"
90267;5.4667;"Emotive;Persuasive"
90283;4.1944;"Nature;Floral"
90284;5.7273;"Macro;Water"
90287;4.6508;"Fashion;Performance"
90288;2.4967;"Floral;"
90302;2.4108;"Family;Portraiture"
90304;4.9872;"Photojournalism;Studio"
90308;5.6944;"Nature;Black"
90310;4.8722;"Photojournalism;Political"
90314;4.0165;"Animals;Macro"
90318;4.6443;"Black;Advertisement"
90333;4.6262;"Landscape;Nature"
90334;4.6014;"Still;Macro"
90335;5.9947;"Still;"
90337;5.6309;"Still;Black"
90338;3.9489;"Snapshot;Advertisement"
90339;5.7554;";"
90340;5.3419;"Black;"
90341;4.9563;"Animals;"
90344;4.3029;"Humorous;Studio"
90348;5.3665;"Portraiture;Black"
90349;4.539;"Abstract;"
90352;4.7647;"Snapshot;Black"
90353;6.7049;"Family;Sky"
90354;6.2921;"Sky;Emotive"
90355;5.478;"Vintage;Architecture"
90356;6.9834;"Humorous;"
90357;4.4783;"Landscape;Candid"
90358;6.2984;"Cityscape;Emotive"
90359;5.2808;"Snapshot;Still"
90360;5.3778;"Landscape;"
90361;5.4947;"Emotive;Architecture"
90376;6.017;"Emotive;Action"
90377;5.2865;";"
90381;4.8095;"Humorous;Animals"
90383;5.0541;"Portraiture;Black"
90384;4.3657;"Snapshot;"
90387;5.6898;"Landscape;"
90389;5.0546;";"
90390;5.4341;"Candid;Action"
90391;5.4404;"Snapshot;Black"
90393;4.7986;"Urban;Architecture"
90394;5.7182;"Portraiture;Action"
90397;5.492;"Macro;Advertisement"
90403;4.9622;"Architecture;Photojournalism"
90405;5.5054;"Action;Water"
90406;6.1283;"Seascapes;"
90408;6.4085;"Humorous;Animals"
90410;5.3944;"Emotive;Photojournalism"
90412;5.1364;"Urban;Emotive"
90413;5.4333;";"
90415;4.9803;"Emotive;Performance"
90416;4.4409;"Travel;Photojournalism"
90417;5.0492;"Water;Seascapes"
90418;3.8352;";"
90419;4.1935;"Animals;Action"
90423;4.2772;"Humorous;"
90424;6.0166;"Humorous;"
90426;5.5934;"Landscape;Nature"
90430;4.4294;"Nature;Animals"
90432;5.1105;"Landscape;Nature"
90433;5.5479;"Emotive;Photojournalism"
90434;4.5853;"Advertisement;"
90446;5.541;"Emotive;Macro"
90452;7.0054;"Emotive;Nature"
90453;5.0565;"Humorous;"
90454;4.1297;"Abstract;Macro"
90460;6.3195;"Humorous;Animals"
90461;5.4246;"Sky;Water"
90476;5.9803;"Macro;Traditional"
90480;6.6099;"Still;Animals"
90483;4.7637;"Sky;"
90486;6.4372;"Sky;Rural"
90487;4.7158;"Nature;Animals"
90488;5.2678;"Vintage;Still"
90493;5.1022;"Interior;Still"
90494;5.7628;"Still;Advertisement"
90496;4.8984;";"
90500;6.2912;"Emotive;Persuasive"
90503;4.2857;"Animals;"
90507;5.1667;"Persuasive;Seascapes"
90508;4.5267;"Sports;Black"
90511;5.5628;"Portraiture;"
90514;5.0667;"Nature;Seascapes"
90516;5.3564;"Landscape;Rural"
90517;4.4951;"Humorous;Animals"
90518;4.9213;";"
90526;5.2053;"Humorous;Digital"
90527;5.0707;";"
90528;5.1236;"Humorous;Persuasive"
90529;5.1755;"Interior;"
90540;5.3763;"Humorous;Emotive"
90545;4.9637;"Landscape;"
90548;4.4407;"Urban;"
90551;5.1935;"Sky;Landscape"
90558;5.8571;"Emotive;Photojournalism"
90559;5.0879;"Emotive;Portraiture"
90562;5.4615;"Emotive;"
90563;5.4886;"Vintage;Rural"
90565;5.0944;"Black;Water"
90566;5.3913;"Nature;"
90567;5.2308;"Family;Performance"
90568;4.6519;"Emotive;Action"
90569;5.6302;"Emotive;Black"
90572;5.5674;"Nature;Rural"
90574;5.0538;"Landscape;Panoramic"
90575;5.2022;"Candid;Action"
90576;4.9066;";"
90577;6.6467;"Nature;"
90578;5.2626;"Snapshot;Action"
90580;6.0838;"Still;Black"
90581;5.0802;";"
90582;4.6813;";"
90583;5.2053;"Animals;"
90584;4.0362;"Cityscape;Advertisement"
90586;5.934;"Performance;Persuasive"
90590;3.9238;";"
90593;4.3377;"Landscape;"
90598;3.5353;";"
90599;5.0557;"Sports;"
90600;4.897;";"
90609;5.468;"Still;Black"
90610;5.6731;"Still;Floral"
90628;4.0942;"Political;"
90632;5.219;"Cityscape;Architecture"
90633;5.0296;"Humorous;Political"
90634;4.3636;"Snapshot;Urban"
90635;4.4469;"Snapshot;Photojournalism"
90648;4.6851;"Humorous;Urban"
90651;5.8159;"Performance;"
90661;5.4983;"Abstract;Political"
90671;4.7119;";"
90672;4.1757;"Abstract;"
90674;5.1568;"Emotive;Studio"
90677;5.3799;"Humorous;Landscape"
90679;5.2549;"Humorous;Urban"
90700;5.3896;";"
90716;5.3077;"Landscape;Nature"
90717;3.8013;";"
90726;6.6881;"Still;Studio"
90728;3.3927;"Humorous;Emotive"
90737;5.4272;";"
90738;5.3511;"Abstract;Advertisement"
90746;4.6933;"Humorous;"
90749;3.8355;"Candid;Persuasive"
90751;6.4566;";"
90752;4.5812;"Emotive;Persuasive"
90754;3.3604;"Urban;"
90757;4.894;"Abstract;Still"
90768;5.2877;"Sky;Nature"
90779;4.6758;"Performance;Advertisement"
90782;4.711;"Still;Advertisement"
90783;5.7485;"Macro;Political"
90784;4.2805;"Seascapes;"
90794;6.5628;"Sports;Action"
90799;4.2177;"Photojournalism;Political"
90809;4.4071;"Humorous;Animals"
90810;4.5761;"Cityscape;Sports"
90815;5.5304;"Cityscape;Architecture"
90816;5.6384;"Macro;Water"
90821;5.6474;"Studio;"
90825;5.1502;";"
90827;4.8885;"Landscape;Nature"
90839;5.1233;";"
90840;3.1908;"Humorous;Snapshot"
90841;4.9937;"Emotive;Still"
90842;5.5049;";"
90847;4.415;"Emotive;Portraiture"
90850;4.9238;";"
90854;4.0535;"Humorous;Interior"
90856;5.0673;"Abstract;Action"
90859;5.1803;";"
90861;4.8429;"Architecture;Rural"
90864;4.3557;"Family;Candid"
90866;4.7717;"Still;Studio"
90884;5.7261;"Humorous;Landscape"
90885;4.4455;"Abstract;"
90886;5.8162;"Family;"
90887;4.3508;";"
90889;4.2162;"Interior;"
90897;5.1032;"Still;Advertisement"
90926;4.4781;";"
90959;4.4811;"Humorous;Nature"
90987;5.6007;"Still;Traditional"
90988;5.7714;";"
90993;5.3067;"Still;Macro"
91000;4.6113;"Urban;Photojournalism"
91001;4.0705;";"
91009;5.4951;";"
91011;5.5576;";"
91012;5.1678;"Emotive;Black"
91014;5.8143;";"
91015;5.6933;"Black;Studio"
91016;5.1316;"Abstract;Cityscape"
91019;5.1145;"Landscape;"
91021;4.7492;";"
91022;4.0;"Cityscape;Landscape"
91023;5.8682;"Emotive;"
91025;4.5508;"Sky;Urban"
91026;4.5619;";"
91027;6.281;"Emotive;Digital"
91028;4.5714;"Cityscape;Urban"
91029;5.621;"Macro;"
91030;4.7424;"Interior;Still"
91031;5.7735;"Emotive;Black"
91032;2.6938;"Portraiture;Photojournalism"
91033;6.9838;"Still;"
91034;4.3492;"Humorous;Emotive"
91035;6.2938;"Black;"
91036;5.356;"Humorous;Water"
91037;6.1646;"Still;Studio"
91042;2.9325;"Nature;Floral"
91043;4.5475;"Travel;Floral"
91044;6.055;"Snapshot;Animals"
91045;5.0259;"Portraiture;Black"
91049;4.7939;";"
91050;4.2484;"Travel;"
91052;5.3955;"Abstract;Macro"
91054;6.0693;";"
91056;5.2442;";"
91058;5.0336;";"
91061;5.4463;"Abstract;Macro"
91062;6.3355;";"
91066;5.0738;";"
91067;5.0425;"Sky;Water"
91069;4.4836;";"
91073;6.0767;"Sky;Landscape"
91074;6.0921;"Abstract;Sky"
91076;4.5574;";"
91079;4.7043;"Political;"
91082;5.1391;"Emotive;Nature"
91086;5.0613;";"
91087;5.0658;";"
91090;4.6405;";"
91093;4.8701;"Cityscape;Architecture"
91094;5.3709;"Cityscape;Urban"
91096;2.6993;";"
91097;6.7543;"Sports;Still"
91098;5.0629;";"
91100;4.1941;"Macro;"
91102;4.8633;"Political;"
91105;5.0292;"Cityscape;Architecture"
91106;4.9016;";"
91110;4.878;"Emotive;Persuasive"
91111;5.3107;"Black;Advertisement"
91114;6.7022;"Black;Studio"
91117;6.3715;"Urban;"
91118;5.99;"Studio;Floral"
91119;5.6013;"Still;Architecture"
91120;4.5196;"Snapshot;Advertisement"
91121;5.5507;"Emotive;Persuasive"
91131;5.627;"Still;Travel"
91148;4.8826;"Vintage;Still"
91149;4.4139;"Black;Digital"
91150;5.7097;"Nature;Still"
91151;5.1456;"Black;Macro"
91152;4.6958;";"
91155;5.4684;"Urban;Vintage"
91156;5.2057;";"
91158;4.68;"Emotive;Political"
91183;4.4615;"Floral;"
91184;5.2794;"Nude;Persuasive"
91185;6.1848;"Emotive;Persuasive"
91186;5.4331;"Humorous;Nude"
91187;5.0412;"Humorous;Performance"
91188;4.4155;"Abstract;Studio"
91189;5.526;"Nature;Seascapes"
91190;5.2833;";"
91191;6.4276;"Studio;Advertisement"
91192;5.1065;"Landscape;"
91193;4.0129;"Emotive;Persuasive"
91194;4.2993;";"
91195;5.1523;";"
91197;4.9126;";"
91198;6.0256;"Abstract;Humorous"
91217;4.809;"Sky;Nature"
91222;5.9274;"Studio;"
91225;6.1686;"Black;Seascapes"
91237;4.1878;";"
91238;4.4578;";"
91240;3.9941;"Family;Portraiture"
91244;5.3596;"Still;Black"
91278;4.6127;"Macro;Food"
91281;4.9655;"Abstract;"
91285;5.5824;"Action;Advertisement"
91297;4.9529;";"
91302;4.5943;"Landscape;Rural"
91350;4.4432;";"
91356;5.7807;"Nature;Still"
91360;5.4576;"Landscape;Nature"
91361;4.2659;"Nature;Macro"
91366;6.9358;"Humorous;Still"
91372;4.8166;"Humorous;"
91379;4.6776;";"
91397;5.3383;"Advertisement;"
91452;4.8864;"Landscape;Nature"
91529;4.1976;"Nature;Floral"
91549;4.4033;"Animals;Black"
91563;4.1765;"Candid;"
91580;5.3077;"Macro;Advertisement"
91581;5.5924;";"
91582;4.1283;"Still;Advertisement"
91583;4.3933;"Interior;Architecture"
91584;6.7065;"Still;"
91585;5.4713;"Abstract;Humorous"
91588;4.8006;"Abstract;Humorous"
91619;5.4324;"Black;Floral"
91627;5.1433;"Still;Studio"
91630;5.8588;"Abstract;"
91633;6.2075;"Macro;Advertisement"
91640;5.2983;"Studio;Digital"
91646;4.5353;"Abstract;Still"
91661;4.95;"Snapshot;Macro"
91664;5.3468;"Travel;"
91665;5.8619;";"
91666;6.3676;"Studio;Advertisement"
91667;5.0562;"Landscape;Nature"
91670;4.6898;"Interior;Studio"
91675;6.0615;";"
91679;5.3621;";"
91684;5.2092;"Abstract;Still"
91686;4.9943;"Landscape;Nature"
91688;4.4729;";"
91703;5.0058;"Architecture;Traditional"
91706;5.3043;"Emotive;Still"
91746;6.0223;"Abstract;Macro"
91747;6.0;"Sports;Action"
91761;5.7167;"Candid;Action"
91765;5.1543;"Black;"
91771;6.9884;"Still;Studio"
91772;5.2011;"Humorous;Still"
91783;6.5287;"Architecture;Black"
91787;5.236;"Nature;Still"
91788;4.056;"Family;Macro"
91789;6.788;";"
91794;5.2997;"Snapshot;Still"
91797;5.0914;"Nature;Animals"
91798;5.076;"Cityscape;Architecture"
91802;5.191;";"
91803;6.6129;"Emotive;Portraiture"
91804;4.2682;"Humorous;Still"
91830;4.9474;";"
91838;4.5833;"Animals;"
91844;4.5119;"Abstract;Macro"
91872;5.8167;"Abstract;Water"
91877;5.6185;"Sports;Action"
91881;5.8812;"Still;Macro"
91883;5.093;";"
91884;5.2623;"Family;Candid"
91885;5.7114;"Still;"
91886;4.1647;"Action;Photojournalism"
91892;6.4294;"Still;Studio"
91906;4.4971;"Landscape;Floral"
91907;4.8483;";"
91909;6.2727;"Sky;Landscape"
91910;5.5489;"Family;Sports"
91912;4.2024;"Still;"
91917;5.2676;"Still;Persuasive"
91949;5.2153;"Advertisement;"
91950;4.9256;";"
91953;4.5543;"Architecture;"
91956;5.3314;"Abstract;Macro"
91961;4.7297;"Humorous;Political"
91973;5.0829;"Abstract;Animals"
91976;6.2444;"Nature;Animals"
91977;4.3088;"Landscape;Animals"
91981;4.7633;";"
91984;4.8389;"Snapshot;Still"
91985;4.9333;"Family;"
91987;6.8245;"Portraiture;Water"
91988;5.2557;"Black;"
91989;5.9239;"Still;Studio"
91993;4.2319;"Humorous;Macro"
91994;4.2882;"Humorous;Still"
92005;5.9424;"Still;"
92007;5.7841;";"
92010;5.0568;"Nature;Macro"
92011;5.989;"Nature;Animals"
92015;6.9174;"Black;Advertisement"
92016;4.1921;"Animals;Black"
92017;4.6914;"Abstract;"
92018;3.7931;";"
92019;5.3143;"Macro;"
92022;4.2343;"Snapshot;Advertisement"
92026;4.7168;";"
92029;5.9474;";"
92030;4.7917;"Macro;Advertisement"
92033;5.422;"Nature;"
92037;6.3149;"Architecture;"
92051;5.1959;"Interior;Advertisement"
92052;6.618;"Floral;"
92055;6.7747;"Black;Advertisement"
92056;4.2779;";"
92057;5.6723;"Performance;"
92058;4.2633;";"
92059;5.8634;";"
92060;5.5598;"Nature;Animals"
92063;4.9027;"Macro;Advertisement"
92065;5.3167;"Humorous;Animals"
92066;5.0848;"Macro;Advertisement"
92067;4.5824;"Snapshot;Sports"
92074;4.875;"Still;Black"
92075;5.2983;"Snapshot;Architecture"
92076;4.8613;";"
92078;4.5517;"Action;Photojournalism"
92083;4.4261;"Sky;Nature"
92084;5.7886;"Interior;Still"
92089;5.491;";"
92090;4.7637;"Action;"
92091;4.9318;"Portraiture;Advertisement"
92092;5.1208;"Still;Studio"
92096;4.6254;";"
92098;5.0;"Emotive;Performance"
92105;5.7198;"Candid;Black"
92106;5.1494;"Family;Studio"
92107;4.3764;"Nature;Animals"
92108;4.9162;"Abstract;Floral"
92113;6.1955;"Architecture;Action"
92120;5.3876;"Nature;Floral"
92123;5.7674;"Abstract;Still"
92126;4.0281;"Nature;"
92127;5.0739;"Nature;"
92129;5.8711;";"
92131;4.213;";"
92132;4.7059;";"
92133;5.1264;"Nature;"
92134;4.4343;"Advertisement;"
92135;5.3056;"Snapshot;Macro"
92137;5.8644;"Architecture;"
92143;5.1988;"Nature;Animals"
92147;4.2431;"Landscape;Animals"
92148;5.5774;"Still;Studio"
92154;5.5439;"Nature;Animals"
92155;5.0;"Black;Floral"
92157;6.095;"Urban;Architecture"
92161;5.1944;"Emotive;Black"
92163;3.9107;"Family;Portraiture"
92164;6.1832;"Sports;Action"
92165;6.5683;";"
92167;5.9071;"Action;"
92168;4.0625;"Family;Humorous"
92170;6.4809;"Abstract;Black"
92172;4.617;"Macro;"
92173;4.4599;";"
92175;4.64;"Interior;Persuasive"
92176;6.1585;"Vintage;Architecture"
92179;4.5833;"Animals;"
92180;5.0857;";"
92181;5.8596;"Black;Action"
92201;4.1631;"Still;"
92202;5.2823;";"
92203;3.1124;"Family;Portraiture"
92206;5.1341;";"
92207;6.0924;";"
92208;4.6588;"Nature;Architecture"
92209;6.1749;"Black;Nude"
92210;4.8883;"Humorous;"
92211;4.0656;"Abstract;Black"
92212;5.9333;"Sports;Water"
92214;5.5055;"Interior;"
92215;5.3642;"Studio;"
92216;5.3462;"Landscape;Travel"
92218;5.2355;"Advertisement;"
92220;5.9167;"Sky;Urban"
92222;4.1676;";"
92223;5.9027;";"
92224;4.0339;"Family;Humorous"
92225;4.1611;";"
92226;5.8785;";"
92237;4.5855;"Macro;"
92239;5.4871;";"
92240;4.7988;"Still;"
92242;4.6966;";"
92243;6.3661;"Abstract;Macro"
92244;5.6982;"Interior;Still"
92245;5.2212;"Still;"
92261;3.5897;"Snapshot;Urban"
92262;3.9881;"Still;Advertisement"
92266;4.9322;"Macro;Advertisement"
92268;5.7337;"Abstract;Studio"
92272;5.2315;"Snapshot;Still"
92276;6.6201;"Still;"
92278;4.8779;"Macro;Advertisement"
92280;4.5308;"Studio;Advertisement"
92282;5.1518;";"
92286;5.1265;"Still;Macro"
92287;4.0144;"Macro;"
92303;3.9479;";"
92312;4.5605;"Macro;"
92313;3.7194;"Family;Studio"
92326;3.8136;"Abstract;"
92352;4.7006;";"
92354;5.3829;"Macro;Action"
92355;3.5389;"Still;"
92358;4.7143;";"
92365;5.396;";"
92371;4.7692;";"
92377;6.2522;";"
92380;2.5479;";"
92382;5.1445;"Macro;"
92390;5.0783;";"
92391;5.4882;"Emotive;Advertisement"
92396;3.4102;"Humorous;Nature"
92397;5.4986;";"
92398;5.5325;"Still;Advertisement"
92399;3.8679;";"
92400;6.2206;"Abstract;Macro"
92403;5.5523;"Interior;Studio"
92405;6.407;"Still;Food"
92407;4.9971;"Macro;Advertisement"
92410;5.5836;"Abstract;Macro"
92415;4.8069;";"
92416;5.8057;";"
92421;4.7668;";"
92422;5.1681;"Macro;"
92450;7.5114;"Still;Macro"
92497;4.7832;"Family;Portraiture"
92499;5.4746;"Still;Studio"
92501;5.268;"Humorous;Still"
92502;4.882;";"
92503;4.6186;"Advertisement;"
92504;5.8963;"Still;"
92505;5.3881;"Urban;Advertisement"
92506;4.6997;"Still;Advertisement"
92517;4.9366;"Humorous;Macro"
92518;5.9349;"Humorous;Action"
92519;5.6327;"Macro;Food"
92523;4.2381;";"
92524;6.3391;"Abstract;Macro"
92527;4.2827;"Action;Advertisement"
92534;3.4882;";"
92535;5.1606;";"
92537;5.7692;"Still;Studio"
92540;5.6474;"Macro;Studio"
92541;5.568;"Still;"
92542;6.1228;";"
92544;4.6912;"Landscape;Advertisement"
92546;5.6854;"Still;Macro"
92548;5.0282;"Portraiture;Advertisement"
92550;5.2902;";"
92552;5.8772;"Still;Studio"
92553;6.9592;"Still;Advertisement"
92556;4.7694;";"
92558;4.9561;";"
92560;4.45;"Macro;"
92561;4.2514;"Political;Persuasive"
92562;5.5457;"Abstract;Macro"
92563;6.6398;"Still;Studio"
92565;4.2982;";"
92566;4.7774;";"
92567;4.121;"Nature;Animals"
92568;4.3618;"Humorous;Interior"
92574;4.9076;";"
92575;4.6628;"Abstract;Snapshot"
92576;5.7622;"Macro;Studio"
92577;5.7927;"Still;Studio"
92578;6.7642;"Portraiture;Nude"
92579;4.4929;";"
92580;6.0641;"Macro;Advertisement"
92581;5.5186;"Humorous;Studio"
92582;5.5526;"Food;"
92583;5.1272;"Studio;"
92585;5.6648;"Family;Persuasive"
92597;5.1552;"Humorous;Still"
92607;4.2979;"Still;Studio"
92608;6.3392;"Humorous;Still"
92609;5.6975;"Still;Advertisement"
92610;5.3023;"Still;Advertisement"
92612;4.7667;"Advertisement;"
92613;3.8839;"Humorous;Advertisement"
92614;4.9699;"Still;Studio"
92615;5.1235;"Abstract;Macro"
92616;4.9083;";"
92617;6.0383;"Advertisement;"
92619;4.7015;"Still;"
92626;3.8466;"Advertisement;Digital"
92636;5.1543;"Humorous;Advertisement"
92639;5.2339;";"
92641;5.6799;"Still;Advertisement"
92642;6.2017;"Studio;"
92643;5.9171;"Macro;"
92644;3.4077;"Snapshot;"
92645;4.5902;"Humorous;"
92646;5.7907;"Humorous;"
92647;4.3503;"Advertisement;"
92648;3.9451;"Snapshot;Still"
92656;5.7123;"Humorous;Water"
92657;4.2324;";"
92658;5.2206;";"
92659;4.2689;"Emotive;Nude"
92661;5.1696;"Emotive;Still"
92663;2.0843;";"
92667;4.291;"Abstract;Macro"
92668;4.7507;"Portraiture;"
92669;5.1519;"Still;Advertisement"
92670;5.1224;"Interior;Still"
92671;5.9393;"Animals;Studio"
92673;4.4775;"Still;Advertisement"
92674;4.7464;"Cityscape;Photojournalism"
92675;5.4253;"Still;Studio"
92678;7.0449;"Macro;Advertisement"
92679;5.4236;"Humorous;Still"
92680;4.8601;"Still;"
92681;4.4409;"Humorous;Studio"
92682;4.6606;"Abstract;Macro"
92684;6.2437;"Humorous;"
92686;5.5503;";"
92689;4.7302;"Snapshot;Portraiture"
92690;5.4491;";"
92691;4.3858;";"
92699;4.7485;"Humorous;Emotive"
92700;3.5662;"Family;Candid"
92706;5.9554;"Urban;Black"
92720;4.2273;"Abstract;Still"
92721;3.8069;"Sky;Digital"
92723;6.156;"Still;"
92724;4.9289;"Advertisement;Seascapes"
92727;4.9537;"Still;Studio"
92734;4.1383;"Black;"
92738;5.9129;"Sky;Architecture"
92740;5.2576;"Abstract;Studio"
92741;6.7895;";"
92744;4.6938;"Abstract;Sky"
92752;4.4545;";"
92760;6.2389;"Candid;Architecture"
92768;4.7559;";"
92769;4.5504;";"
92770;4.9269;"Abstract;Black"
92810;5.9231;"Abstract;Macro"
92815;5.0637;"Still;Macro"
92819;4.5521;";"
92822;5.9392;"Interior;Still"
92826;5.7296;"Abstract;Digital"
92828;4.8429;";"
92834;6.5778;";"
92846;5.4831;"Sky;Landscape"
92847;4.8436;";"
92858;5.5388;";"
92859;5.8046;"Abstract;Macro"
92861;5.4811;"Abstract;Humorous"
92864;4.239;"Still;"
92879;4.4828;"Interior;Macro"
92885;3.9225;"Abstract;"
92888;4.7451;"Interior;Black"
92890;4.1873;"Abstract;Snapshot"
92894;6.1168;"Black;Advertisement"
92895;4.3077;"Animals;Macro"
92896;5.4866;"Macro;Seascapes"
92897;6.9074;"Advertisement;Digital"
92898;5.8828;"Abstract;Still"
92899;3.766;"Animals;Rural"
92906;5.855;";"
92912;3.6744;";"
92915;6.15;"Nature;Macro"
92922;5.1718;";"
92927;4.6381;"Snapshot;Nature"
92928;5.4651;"Performance;Candid"
92935;3.6111;"Macro;Advertisement"
92937;7.0717;"Portraiture;"
92940;4.9222;";"
92951;4.8582;"Vintage;Still"
92965;4.0286;"Abstract;Landscape"
92966;5.9427;"Abstract;Black"
92967;5.5212;"Macro;Studio"
92972;5.9579;"Humorous;Macro"
92973;4.1504;"Nature;Floral"
92976;4.1825;"Humorous;Snapshot"
92979;6.0109;"Still;Advertisement"
92980;6.1735;";"
92986;5.2028;";"
92990;3.9234;"Still;Floral"
92999;3.9486;"Still;Studio"
93006;4.1038;"Interior;Digital"
93008;4.6578;"Black;Travel"
93011;5.4241;"Humorous;"
93021;6.3273;"Still;Digital"
93033;5.1395;"Abstract;Studio"
93047;4.4753;"Interior;Black"
93053;7.1929;"Abstract;Macro"
93054;4.9852;"Macro;Studio"
93055;5.0187;";"
93065;4.8479;"Still;"
93066;4.0949;"Advertisement;"
93080;3.9888;";"
93081;5.1745;"Sky;Action"
93082;5.168;"Nature;"
93093;4.7695;"Humorous;Still"
93096;4.9506;"Humorous;"
93097;4.8492;"Black;Macro"
93099;6.6;"Still;"
93100;6.4173;"Humorous;Macro"
93101;4.371;"Still;Digital"
93105;2.6818;"Interior;"
93106;5.0417;"Nature;Animals"
93107;5.3962;"Still;Water"
93109;5.8045;"Vintage;Black"
93110;6.1925;";"
93111;5.5217;"Nature;Macro"
93114;4.0977;"Macro;"
93117;5.0952;"Cityscape;"
93118;4.4038;"Still;Macro"
93127;5.2146;"Humorous;Digital"
93128;5.2156;"Abstract;Black"
93137;5.1071;"Animals;"
93141;6.0183;"Science;"
93144;5.3865;"Still;"
93145;5.0656;"Still;Studio"
93150;4.3835;";"
93153;4.8744;"Cityscape;Sky"
93154;4.2269;"Humorous;"
93155;5.6009;"Sky;Water"
93156;6.0787;"Humorous;"
93157;5.3787;"Macro;"
93161;4.7647;"Animals;Macro"
93164;4.5827;";"
93165;4.7079;";"
93167;4.8397;";"
93169;5.242;"Nature;Travel"
93170;5.0573;"Still;Macro"
93177;5.3565;"Landscape;"
93188;5.6479;"Macro;"
93191;4.7218;"Abstract;"
93198;4.594;"Fashion;Sky"
93199;4.7736;"Abstract;Urban"
93202;5.0524;"Sky;Urban"
93206;5.8346;"Abstract;"
93207;4.3211;";"
93208;5.4163;";"
93209;4.7704;";"
93210;7.5507;"Portraiture;Black"
93216;5.6938;"Fashion;Sky"
93219;4.5148;";"
93233;4.9813;"Landscape;"
93237;4.5799;"Abstract;Political"
93239;5.0342;"Abstract;Nature"
93240;3.6955;"Still;Black"
93245;6.4111;"Landscape;Nature"
93246;5.8909;"Black;Macro"
93247;4.9234;"Still;Advertisement"
93248;4.2443;"Interior;"
93249;4.1716;"Animals;Black"
93251;4.8578;";"
93269;5.2603;"Urban;Black"
93270;4.8255;"Macro;"
93274;5.7574;"Still;Studio"
93275;4.8988;"Abstract;"
93289;4.7059;"Still;Advertisement"
93298;5.8307;"Abstract;Still"
93303;7.133;"Humorous;Studio"
93305;4.6403;";"
93306;4.9854;"Interior;Urban"
93307;5.0698;"Emotive;Rural"
93308;5.7519;"Interior;Still"
93310;5.8161;"Abstract;Macro"
93311;4.656;"Still;Advertisement"
93312;6.3127;"Still;"
93313;4.1019;"Still;Black"
93314;5.763;"Portraiture;Macro"
93315;5.8604;"Macro;"
93316;4.3088;"Snapshot;Still"
93317;4.9727;"Nature;Water"
93318;4.4792;"Macro;Political"
93319;5.6351;"Water;Advertisement"
93320;4.0;";"
93322;5.2231;";"
93330;5.4672;"Fashion;Family"
93334;5.5587;"Humorous;Political"
93335;4.7336;"Nature;Animals"
93337;4.7791;";"
93366;6.0957;"Macro;"
93367;5.7934;"Digital;"
93369;5.5694;"Abstract;Humorous"
93375;4.7429;"Macro;Floral"
